,Area,fips,Value
247,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",21191,112.1076233
248,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",39015,112.1076233
249,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",39017,112.1076233
250,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",39025,112.1076233
251,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",39061,112.1076233
252,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",39165,112.1076233
253,"Clarksville, TN-KY (Metropolitan Statistical Area)",21047,109.8901099
254,"Clarksville, TN-KY (Metropolitan Statistical Area)",21221,109.8901099
255,"Clarksville, TN-KY (Metropolitan Statistical Area)",47125,109.8901099
256,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",39035,111.4827202
257,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",39055,111.4827202
258,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",39085,111.4827202
259,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",39093,111.4827202
260,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",39103,111.4827202
261,"Cleveland, TN (Metropolitan Statistical Area)",47011,118.4834123
262,"Cleveland, TN (Metropolitan Statistical Area)",47139,118.4834123
263,"Coeur d'Alene, ID (Metropolitan Statistical Area)",16055,106.9518717
264,"College Station-Bryan, TX (Metropolitan Statistical Area)",48041,106.9518717
265,"College Station-Bryan, TX (Metropolitan Statistical Area)",48051,106.9518717
266,"College Station-Bryan, TX (Metropolitan Statistical Area)",48395,106.9518717
267,"Colorado Springs, CO (Metropolitan Statistical Area)",8041,99.8003992
268,"Colorado Springs, CO (Metropolitan Statistical Area)",8119,99.8003992
269,"Columbia, MO (Metropolitan Statistical Area)",29019,108.4598698
270,"Columbia, SC (Metropolitan Statistical Area)",45017,109.0512541
271,"Columbia, SC (Metropolitan Statistical Area)",45039,109.0512541
272,"Columbia, SC (Metropolitan Statistical Area)",45055,109.0512541
273,"Columbia, SC (Metropolitan Statistical Area)",45063,109.0512541
274,"Columbia, SC (Metropolitan Statistical Area)",45079,109.0512541
275,"Columbia, SC (Metropolitan Statistical Area)",45081,109.0512541
276,"Columbus, GA-AL (Metropolitan Statistical Area)",1113,111.8568233
277,"Columbus, GA-AL (Metropolitan Statistical Area)",13053,111.8568233
278,"Columbus, GA-AL (Metropolitan Statistical Area)",13145,111.8568233
279,"Columbus, GA-AL (Metropolitan Statistical Area)",13197,111.8568233
280,"Columbus, GA-AL (Metropolitan Statistical Area)",13215,111.8568233
281,"Columbus, IN (Metropolitan Statistical Area)",18005,114.0250855
282,"Columbus, OH (Metropolitan Statistical Area)",39041,107.4113856
283,"Columbus, OH (Metropolitan Statistical Area)",39045,107.4113856
284,"Columbus, OH (Metropolitan Statistical Area)",39049,107.4113856
285,"Columbus, OH (Metropolitan Statistical Area)",39073,107.4113856
286,"Columbus, OH (Metropolitan Statistical Area)",39089,107.4113856
287,"Columbus, OH (Metropolitan Statistical Area)",39097,107.4113856
288,"Columbus, OH (Metropolitan Statistical Area)",39117,107.4113856
289,"Columbus, OH (Metropolitan Statistical Area)",39127,107.4113856
290,"Columbus, OH (Metropolitan Statistical Area)",39129,107.4113856
291,"Columbus, OH (Metropolitan Statistical Area)",39159,107.4113856
292,"Corpus Christi, TX (Metropolitan Statistical Area)",48007,107.0663812
293,"Corpus Christi, TX (Metropolitan Statistical Area)",48355,107.0663812
294,"Corpus Christi, TX (Metropolitan Statistical Area)",48409,107.0663812
295,"Corvallis, OR (Metropolitan Statistical Area)",41003,100.8064516
296,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",12091,105.1524711
297,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",12131,105.1524711
298,"Cumberland, MD-WV (Metropolitan Statistical Area)",24001,114.0250855
299,"Cumberland, MD-WV (Metropolitan Statistical Area)",54057,114.0250855
300,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48085,100
301,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48113,100
302,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48121,100
303,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48139,100
304,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48231,100
305,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48257,100
306,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48397,100
307,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48221,100
308,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48251,100
309,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48367,100
310,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48425,100
311,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48439,100
312,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48497,100
313,"Dalton, GA (Metropolitan Statistical Area)",13213,118.7648456
314,"Dalton, GA (Metropolitan Statistical Area)",13313,118.7648456
315,"Danville, IL (Metropolitan Statistical Area)",17183,123.1527094
316,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1003,109.6491228
317,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",17073,110.4972376
318,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",17131,110.4972376
319,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",17161,110.4972376
320,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",19163,110.4972376
321,"Dayton, OH (Metropolitan Statistical Area)",39057,110.4972376
322,"Dayton, OH (Metropolitan Statistical Area)",39109,110.4972376
323,"Dayton, OH (Metropolitan Statistical Area)",39113,110.4972376
324,"Decatur, AL (Metropolitan Statistical Area)",1079,115.6069364
325,"Decatur, AL (Metropolitan Statistical Area)",1103,115.6069364
326,"Decatur, IL (Metropolitan Statistical Area)",17115,114.1552511
327,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",12035,104.7120419
328,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",12127,104.7120419
329,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",8001,94.33962264
330,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",8005,94.33962264
331,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",8014,94.33962264
332,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",8019,94.33962264
333,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",8031,94.33962264
334,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",8035,94.33962264
335,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",8039,94.33962264
336,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",8047,94.33962264
337,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",8059,94.33962264
338,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",8093,94.33962264
339,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",19049,105.2631579
340,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",19077,105.2631579
341,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",19121,105.2631579
342,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",19153,105.2631579
343,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",19181,105.2631579
344,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",26163,103.5196687
345,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",26087,103.5196687
